feature_a,feature_b,abs_corr
Bwd IAT Max,Flow Bytes/s,0.008315372893323156
SYN Flag Count,FIN Flag Count,0.008308929828156444
FIN Flag Count,Fwd PSH Flags,0.008308929828156442
Active Std,Bwd Packet Length Min,0.008127669233855418
Subflow Bwd Bytes,Fwd IAT Min,0.007854229173216872
Fwd IAT Min,Total Length of Bwd Packets,0.00785422917321687
Active Std,Fwd Packet Length Min,0.007601399229006359
Fwd IAT Max,Flow IAT Min,0.007435398600055824
Bwd IAT Min,Fwd IAT Std,0.00739403446347728
min_seg_size_forward,Flow IAT Min,0.007383573523835738
Flow IAT Min,Flow IAT Max,0.007382012412257492
Fwd Header Length.1,FIN Flag Count,0.007359052124260659
FIN Flag Count,Fwd Header Length,0.007359052124260655
Fwd Header Length.1,Fwd IAT Min,0.007358779562054167
Fwd Header Length,Fwd IAT Min,0.007358779562054167
Init_Win_bytes_backward,ECE Flag Count,0.007236304317020193
Init_Win_bytes_backward,RST Flag Count,0.007236304317020193
Down/Up Ratio,Bwd IAT Min,0.007198485707831438
Bwd Header Length,Flow IAT Mean,0.0071890164917300286
Active Max,Bwd IAT Min,0.007117080705495644
min_seg_size_forward,SYN Flag Count,0.007109615153161035
min_seg_size_forward,Fwd PSH Flags,0.007109615153161035
Active Mean,Bwd IAT Min,0.007070669226001142
act_data_pkt_fwd,Bwd IAT Min,0.006982708065607228
Init_Win_bytes_backward,Avg Fwd Segment Size,0.006951538922188889
Init_Win_bytes_backward,Fwd Packet Length Mean,0.006951538922188889
Active Mean,Flow Bytes/s,0.006949493975624648
Active Min,Bwd IAT Min,0.006938143938523104
Active Max,Flow Bytes/s,0.006868371729818426
Active Min,Flow Bytes/s,0.006862052743716416
Idle Max,Flow IAT Min,0.006855310083124383
Active Mean,Init_Win_bytes_backward,0.006764196573748835
ECE Flag Count,ACK Flag Count,0.006763973263848103
ACK Flag Count,RST Flag Count,0.006763973263848103
Active Std,Fwd IAT Mean,0.006761368891409978
Bwd IAT Min,Total Fwd Packets,0.0066958745229934065
Subflow Fwd Packets,Bwd IAT Min,0.006695874522993406
Subflow Bwd Packets,FIN Flag Count,0.006690673430314731
FIN Flag Count,Total Backward Packets,0.006690673430314731
Fwd Header Length.1,Fwd PSH Flags,0.006606596474408037
Fwd Header Length,Fwd PSH Flags,0.006606596474408037
Fwd Header Length.1,SYN Flag Count,0.006606596474408037
SYN Flag Count,Fwd Header Length,0.006606596474408033
FIN Flag Count,Total Fwd Packets,0.006475440041524316
Subflow Fwd Packets,FIN Flag Count,0.006475440041524313
Bwd IAT Mean,Flow Bytes/s,0.006417661901417641
FIN Flag Count,Flow Bytes/s,0.006260060674423105
Init_Win_bytes_forward,Flow Packets/s,0.006230902134560786
Active Max,Fwd IAT Min,0.006208218266949593
Idle Mean,Flow IAT Min,0.006134556875176061
ACK Flag Count,Flow IAT Min,0.006084123093634684
Active Mean,Fwd IAT Min,0.006041179830892351
Average Packet Size,Down/Up Ratio,0.006038747216884948
FIN Flag Count,Fwd Packet Length Min,0.006030285020826202
Subflow Bwd Packets,Bwd IAT Min,0.005962040463211986
Bwd IAT Min,Total Backward Packets,0.005962040463211986
Fwd IAT Total,Flow IAT Min,0.005896339563698661
Active Min,Fwd IAT Min,0.0058950530558803714
Subflow Bwd Bytes,Flow IAT Mean,0.005843746670658209
Flow IAT Mean,Total Length of Bwd Packets,0.005843746670658203
act_data_pkt_fwd,FIN Flag Count,0.005828888816236224
Fwd IAT Min,Total Backward Packets,0.005805916077383571
Subflow Bwd Packets,Fwd IAT Min,0.00580591607738357
Flow Bytes/s,Total Backward Packets,0.005733858080190252
Subflow Bwd Packets,Flow Bytes/s,0.005733858080190251
Bwd IAT Std,Flow IAT Min,0.00566404696045884
min_seg_size_forward,Bwd IAT Mean,0.005656281119377124
Flow IAT Min,Bwd Packet Length Min,0.005635539921851204
Idle Std,Active Std,0.0056342603456256985
Idle Std,Flow IAT Min,0.005625802873821059
Flow IAT Min,Fwd Packet Length Mean,0.005568524878169932
Avg Fwd Segment Size,Flow IAT Min,0.005568524878169932
Flow IAT Min,Destination Port,0.005546645105545336
Flow IAT Min,Total Length of Fwd Packets,0.005472222434115511
Subflow Fwd Bytes,Flow IAT Min,0.005472222434115509
Flow IAT Min,Flow Duration,0.0054450063558927125
Flow IAT Min,Fwd Packet Length Max,0.005434434490283652
Bwd Header Length,Flow Bytes/s,0.005423325802130942
Fwd Packet Length Min,Total Length of Fwd Packets,0.005353819527672355
Subflow Fwd Bytes,Fwd Packet Length Min,0.005353819527672353
Active Std,Fwd Packet Length Max,0.005332682168712457
Flow IAT Min,Fwd Packet Length Std,0.005317061790132963
Down/Up Ratio,Bwd Packets/s,0.005206314503652918
Fwd Header Length,Bwd IAT Min,0.005103615040579278
Fwd Header Length.1,Bwd IAT Min,0.005103615040579278
act_data_pkt_fwd,Flow IAT Min,0.005095498893153275
Bwd Header Length,Bwd IAT Min,0.00506826372310721
Bwd IAT Total,Flow IAT Min,0.005051819704298635
FIN Flag Count,Bwd Header Length,0.005022332445308934
Bwd Header Length,Fwd IAT Min,0.004924290390854531
Bwd IAT Max,Flow IAT Min,0.0048163513469986685
Bwd IAT Min,Flow Packets/s,0.004793718521485722
Idle Std,Bwd IAT Min,0.004792106898382215
Active Std,Flow Packets/s,0.004786154392905304
Active Min,Active Std,0.004741136054597392
FIN Flag Count,Total Length of Bwd Packets,0.004729795947767501
Subflow Bwd Bytes,FIN Flag Count,0.004729795947767501
Subflow Bwd Bytes,Bwd IAT Max,0.004721481547004282
Bwd IAT Max,Total Length of Bwd Packets,0.004721481547004277
Init_Win_bytes_backward,Fwd IAT Min,0.004649939354443549
Flow IAT Min,Total Backward Packets,0.004502636652889547
Subflow Bwd Packets,Flow IAT Min,0.004502636652889546
Subflow Fwd Packets,Flow IAT Min,0.004487041718499962
Flow IAT Min,Total Fwd Packets,0.004487041718499962
Fwd IAT Min,Flow Packets/s,0.00440524671091616
Init_Win_bytes_backward,Subflow Bwd Bytes,0.004398546581814463
Init_Win_bytes_backward,Total Length of Bwd Packets,0.004398546581814463
Fwd Packets/s,Bwd IAT Min,0.00439366022841933
Active Std,Fwd Packets/s,0.004386933899980423
Down/Up Ratio,Bwd Packet Length Min,0.004372865628792158
min_seg_size_forward,Total Fwd Packets,0.004368713018045886
min_seg_size_forward,Subflow Fwd Packets,0.004368713018045886
Flow Bytes/s,Total Length of Bwd Packets,0.0043421769757363655
Subflow Bwd Bytes,Flow Bytes/s,0.0043421769757363655
Bwd Header Length,Flow IAT Min,0.004340538549859683
Init_Win_bytes_forward,Flow Bytes/s,0.004323238459277959
RST Flag Count,Packet Length Variance,0.004299790102607982
ECE Flag Count,Packet Length Variance,0.004299790102607982
Init_Win_bytes_forward,RST Flag Count,0.00416305095832202
Init_Win_bytes_forward,ECE Flag Count,0.00416305095832202
Idle Min,Flow IAT Min,0.004158682212847363
Fwd Header Length.1,Flow IAT Min,0.004153520241786149
Fwd Header Length,Flow IAT Min,0.004153520241786149
Init_Win_bytes_backward,FIN Flag Count,0.004084840652357082
Fwd Packets/s,Fwd IAT Min,0.004037600870500831
act_data_pkt_fwd,Flow Bytes/s,0.003986859707256464
Packet Length Std,Bwd IAT Mean,0.0039138505212120535
Fwd IAT Min,Fwd Packet Length Min,0.0038639343259175857
Flow Bytes/s,Total Fwd Packets,0.0037157442472058933
Subflow Fwd Packets,Flow Bytes/s,0.0037157442472058933
FIN Flag Count,Min Packet Length,0.003632462336658769
ACK Flag Count,Bwd Packets/s,0.0036316070211889094
min_seg_size_forward,Bwd IAT Total,0.0035876760190904564
Init_Win_bytes_backward,Flow Duration,0.003579553908523388
Subflow Bwd Bytes,Flow IAT Min,0.0035772386263649386
Flow IAT Min,Total Length of Bwd Packets,0.0035772386263649373
FIN Flag Count,Bwd Packet Length Min,0.0035730563371431877
RST Flag Count,Fwd IAT Max,0.0034965678894914756
ECE Flag Count,Fwd IAT Max,0.0034965678894914756
RST Flag Count,Flow IAT Max,0.0034807306172660113
ECE Flag Count,Flow IAT Max,0.0034807306172660113
RST Flag Count,Packet Length Std,0.0034537535078285777
ECE Flag Count,Packet Length Std,0.0034537535078285777
ECE Flag Count,Max Packet Length,0.003441349786743839
RST Flag Count,Max Packet Length,0.003441349786743839
act_data_pkt_fwd,RST Flag Count,0.00342958593614859
act_data_pkt_fwd,ECE Flag Count,0.00342958593614859
Subflow Bwd Packets,Fwd Packet Length Min,0.0034266292598552667
Fwd Packet Length Min,Total Backward Packets,0.003426629259855264
Bwd Packets/s,Fwd Packet Length Min,0.00340557645707812
Down/Up Ratio,ECE Flag Count,0.003377971787848772
Down/Up Ratio,RST Flag Count,0.003377971787848772
Flow Bytes/s,Fwd Packet Length Max,0.0033748395406132904
Bwd Packets/s,Bwd IAT Min,0.0032220096207260613
Active Std,Bwd Packets/s,0.0032158087334303092
Idle Max,ECE Flag Count,0.0031838423621194495
Idle Max,RST Flag Count,0.0031838423621194495
Idle Mean,RST Flag Count,0.0031360827277781287
Idle Mean,ECE Flag Count,0.0031360827277781287
min_seg_size_forward,Fwd Packet Length Min,0.0031332638198081366
Down/Up Ratio,Fwd IAT Min,0.00307449516980217
RST Flag Count,Min Packet Length,0.003022461183900714
ECE Flag Count,Min Packet Length,0.003022461183900714
Packet Length Mean,Bwd IAT Total,0.0029754831114604885
Bwd Packets/s,Fwd IAT Min,0.0029609451466430735
Fwd Header Length.1,Flow Bytes/s,0.0029548621512600825
Fwd Header Length,Flow Bytes/s,0.0029548621512600825
Init_Win_bytes_backward,Bwd IAT Min,0.0028635873598727105
RST Flag Count,Fwd IAT Total,0.002838987291741952
ECE Flag Count,Fwd IAT Total,0.002838987291741952
Packet Length Mean,Flow Bytes/s,0.002838460529365118
Init_Win_bytes_backward,Bwd IAT Mean,0.002775168641355295
Bwd Packets/s,Fwd PSH Flags,0.0027631400581543944
SYN Flag Count,Bwd Packets/s,0.0027631400581543918
RST Flag Count,Destination Port,0.002745471909656737
ECE Flag Count,Destination Port,0.002745471909656737
ECE Flag Count,Fwd IAT Std,0.0027226532936784568
RST Flag Count,Fwd IAT Std,0.0027226532936784568
RST Flag Count,Flow Duration,0.002669106327332741
ECE Flag Count,Flow Duration,0.002669106327332741
ECE Flag Count,Bwd Packet Length Std,0.002653511856664473
RST Flag Count,Bwd Packet Length Std,0.002653511856664473
ECE Flag Count,URG Flag Count,0.0026382732068407832
URG Flag Count,RST Flag Count,0.002638273206840783
Bwd IAT Min,Fwd Packet Length Min,0.0026310852299683157
Init_Win_bytes_forward,Fwd Packets/s,0.002604854734013842
RST Flag Count,Bwd Packet Length Max,0.002600453367804901
ECE Flag Count,Bwd Packet Length Max,0.002600453367804901
Average Packet Size,RST Flag Count,0.0025893820856950555
Average Packet Size,ECE Flag Count,0.0025893820856950555
Idle Min,RST Flag Count,0.0025708994678029264
Idle Min,ECE Flag Count,0.0025708994678029264
Subflow Fwd Packets,RST Flag Count,0.0025106720542956685
Subflow Fwd Packets,ECE Flag Count,0.0025106720542956685
ECE Flag Count,Total Fwd Packets,0.0025106720542956685
RST Flag Count,Total Fwd Packets,0.0025106720542956685
RST Flag Count,Flow IAT Std,0.0024983832459573928
ECE Flag Count,Flow IAT Std,0.0024983832459573928
Avg Bwd Segment Size,ECE Flag Count,0.002446970353552497
Avg Bwd Segment Size,RST Flag Count,0.002446970353552497
ECE Flag Count,Bwd Packet Length Mean,0.0024469703535524704
RST Flag Count,Bwd Packet Length Mean,0.0024469703535524704
RST Flag Count,Total Length of Fwd Packets,0.00240775006962285
ECE Flag Count,Total Length of Fwd Packets,0.00240775006962285
Subflow Fwd Bytes,ECE Flag Count,0.0024077500696228498
Subflow Fwd Bytes,RST Flag Count,0.0024077500696228498
RST Flag Count,Packet Length Mean,0.002407622563477565
ECE Flag Count,Packet Length Mean,0.002407622563477565
Active Std,Fwd Packet Length Mean,0.0023158318573565173
Active Std,Avg Fwd Segment Size,0.0023158318573565173
Fwd PSH Flags,Fwd IAT Min,0.0023078440162636283
SYN Flag Count,Fwd IAT Min,0.0023078440162636283
Active Std,Flow IAT Mean,0.0022888755427558725
Init_Win_bytes_backward,Fwd IAT Total,0.0022409798581388162
Active Std,FIN Flag Count,0.0021778609513216887
Init_Win_bytes_backward,Flow Bytes/s,0.0021576900901032364
FIN Flag Count,Bwd IAT Min,0.0021392008762126384
Fwd Header Length.1,RST Flag Count,0.0020795076453712885
Fwd Header Length.1,ECE Flag Count,0.0020795076453712885
ECE Flag Count,Fwd Header Length,0.0020795076453712885
RST Flag Count,Fwd Header Length,0.0020795076453712885
Bwd Header Length,Fwd Packet Length Min,0.0020494492993099744
Bwd IAT Min,Flow IAT Min,0.0020080451816658178
Init_Win_bytes_backward,Flow IAT Min,0.0019421819858693513
FIN Flag Count,Fwd IAT Min,0.001934630782591908
Flow IAT Min,Flow Packets/s,0.0019331258561268076
min_seg_size_forward,RST Flag Count,0.0019047502116449017
min_seg_size_forward,ECE Flag Count,0.0019047502116449017
Idle Std,RST Flag Count,0.0019046884732283388
Idle Std,ECE Flag Count,0.0019046884732283388
RST Flag Count,Bwd IAT Std,0.001863055661822701
ECE Flag Count,Bwd IAT Std,0.001863055661822701
Active Min,Flow IAT Min,0.0018550807527181461
Active Min,Init_Win_bytes_backward,0.001832175510770245
RST Flag Count,Bwd IAT Total,0.0017889433653720302
ECE Flag Count,Bwd IAT Total,0.0017889433653720302
RST Flag Count,Bwd IAT Max,0.0017784527608941082
ECE Flag Count,Bwd IAT Max,0.0017784527608941082
Fwd Packets/s,Flow IAT Min,0.0017724410160252222
ECE Flag Count,Bwd Packet Length Min,0.0017548614618170552
RST Flag Count,Bwd Packet Length Min,0.0017548614618170552
Active Std,Fwd IAT Min,0.0017440658391652919
Active Mean,Flow IAT Min,0.0017170690383144192
Bwd IAT Mean,Flow IAT Min,0.0017036987057993406
Active Std,Bwd IAT Min,0.0016913674092749109
Init_Win_bytes_backward,Fwd Packet Length Max,0.0015177690304799523
Active Mean,RST Flag Count,0.001509339316383257
Active Mean,ECE Flag Count,0.001509339316383257
Active Max,ECE Flag Count,0.0014918181376700015
Active Max,RST Flag Count,0.0014918181376700015
Active Std,Fwd IAT Std,0.0014918115076539078
Active Min,RST Flag Count,0.0014902912453615001
Active Min,ECE Flag Count,0.0014902912453615001
RST Flag Count,Fwd Packet Length Max,0.0014480661804339764
ECE Flag Count,Fwd Packet Length Max,0.0014480661804339764
RST Flag Count,Total Backward Packets,0.0014240851143465323
ECE Flag Count,Total Backward Packets,0.0014240851143465323
Subflow Bwd Packets,RST Flag Count,0.001424085114346532
Subflow Bwd Packets,ECE Flag Count,0.001424085114346532
Active Std,min_seg_size_forward,0.0014180780249301132
Bwd IAT Min,Flow Bytes/s,0.001375715593207364
Active Std,Flow Bytes/s,0.0013710393404429632
Flow Bytes/s,Total Length of Fwd Packets,0.0013674626372391322
Subflow Fwd Bytes,Flow Bytes/s,0.0013674626372391317
RST Flag Count,Bwd IAT Mean,0.001339085772993919
ECE Flag Count,Bwd IAT Mean,0.001339085772993919
Bwd Packets/s,Flow IAT Min,0.0012958349686574668
Fwd IAT Min,Flow Bytes/s,0.001263945260019546
Active Std,Fwd Packet Length Std,0.0012575861395600807
Active Max,Flow IAT Min,0.0012360424289126753
ECE Flag Count,Fwd IAT Mean,0.0012176355287403411
RST Flag Count,Fwd IAT Mean,0.0012176355287403411
ECE Flag Count,Bwd Header Length,0.0011802805571048819
RST Flag Count,Bwd Header Length,0.0011802805571048819
RST Flag Count,SYN Flag Count,0.0011374464361471111
ECE Flag Count,Fwd PSH Flags,0.0011374464361471111
RST Flag Count,Fwd PSH Flags,0.0011374464361471111
ECE Flag Count,SYN Flag Count,0.0011374464361471111
Flow Bytes/s,Fwd Packet Length Min,0.0011148899401386288
ECE Flag Count,Fwd Packet Length Min,0.00104460471894974
RST Flag Count,Fwd Packet Length Min,0.00104460471894974
Init_Win_bytes_backward,Fwd PSH Flags,0.000914814505575843
Init_Win_bytes_backward,SYN Flag Count,0.000914814505575843
Active Std,Flow IAT Min,0.0008779277280149839
Subflow Bwd Bytes,Fwd IAT Mean,0.0008695884957740666
Fwd IAT Mean,Total Length of Bwd Packets,0.0008695884957740666
ECE Flag Count,Flow IAT Mean,0.0008235841061470378
RST Flag Count,Flow IAT Mean,0.0008235841061470378
Idle Min,Idle Std,0.0007982271612877829
ECE Flag Count,Fwd Packet Length Std,0.0007786601190893881
RST Flag Count,Fwd Packet Length Std,0.0007786601190893881
Flow Packets/s,Bwd Packet Length Min,0.0006537814679196326
ECE Flag Count,Fwd Packet Length Mean,0.0006433444543599772
Avg Fwd Segment Size,RST Flag Count,0.0006433444543599772
Avg Fwd Segment Size,ECE Flag Count,0.0006433444543599772
RST Flag Count,Fwd Packet Length Mean,0.0006433444543599772
ECE Flag Count,Flow Packets/s,0.0006399409147228159
RST Flag Count,Flow Packets/s,0.0006399409147228159
Bwd IAT Total,Fwd Packet Length Min,0.0006334968141286752
Flow IAT Min,Fwd Packet Length Min,0.0006026124108557025
RST Flag Count,Fwd Packets/s,0.0005874150748474031
ECE Flag Count,Fwd Packets/s,0.0005874150748474031
Init_Win_bytes_backward,Fwd Packets/s,0.000580007181321968
Flow IAT Min,Flow Bytes/s,0.0005548076257483488
RST Flag Count,Bwd Packets/s,0.0004253648970935242
ECE Flag Count,Bwd Packets/s,0.0004253648970935242
Subflow Bwd Bytes,ECE Flag Count,0.00034346513900830497
Subflow Bwd Bytes,RST Flag Count,0.00034346513900830497
ECE Flag Count,Total Length of Bwd Packets,0.00034346513900830497
RST Flag Count,Total Length of Bwd Packets,0.00034346513900830497
RST Flag Count,Bwd IAT Min,0.00029848950917481763
ECE Flag Count,Bwd IAT Min,0.00029848950917481763
Active Std,ECE Flag Count,0.0002981370921090618
Active Std,RST Flag Count,0.0002981370921090618
Active Std,Flow IAT Std,0.00029482453923414394
RST Flag Count,FIN Flag Count,0.00029220759534982776
ECE Flag Count,FIN Flag Count,0.00029220759534982776
ECE Flag Count,Fwd IAT Min,0.0002741445688564375
RST Flag Count,Fwd IAT Min,0.0002741445688564375
ECE Flag Count,Flow Bytes/s,0.00017914284239728333
RST Flag Count,Flow Bytes/s,0.00017914284239728333
ECE Flag Count,Flow IAT Min,0.00012048554246405054
RST Flag Count,Flow IAT Min,0.00012048554246405054
Init_Win_bytes_backward,Fwd Packet Length Std,6.953221244879907e-05
